,id,product_code,loading,attribute_0,attribute_1,attribute_2,attribute_3,measurement_0,measurement_1,measurement_2,measurement_3,measurement_4,measurement_5,measurement_6,measurement_7,measurement_8,measurement_9,measurement_10,measurement_11,measurement_12,measurement_13,measurement_14,measurement_15,measurement_16,measurement_17,failure
13076,13076,C,154.14,material_7,material_8,5,8,7,8,5,17.845,12.676,17.304,17.857,13.039,18.147,11.637,15.564,21.69,15.987,13.913,13.811,15.174,17.104,695.45,0
13079,13079,C,183.35,material_7,material_8,5,8,5,6,2,16.909,10.451,17.445,18.175,11.546,18.292,12.837,15.839,20.266,9.906,15.438,14.348,13.425,16.916,699.949,0
13081,13081,C,110.31,material_7,material_8,5,8,4,14,10,18.66,12.545,18.119,16.596,11.49,17.892,9.348,16.925,20.044,12.517,17.032,15.031,15.158,15.477,557.264,1
13083,13083,C,75.01,material_7,material_8,5,8,5,8,5,16.838,10.722,17.293,17.287,13.152,19.048,10.255,16.15,20.358,12.936,17.208,15.139,16.539,16.06,726.891,0
13084,13084,C,107.47,material_7,material_8,5,8,11,10,9,17.536,11.238,17.753,18.806,11.091,18.419,10.137,15.925,18.213,9.951,15.31,16.184,17.448,15.754,614.645,0
13085,13085,C,203.97,material_7,material_8,5,8,4,11,4,16.75,11.773,14.858,15.863,12.836,19.722,10.624,17.159,19.49,10.126,14.585,18.831,15.526,15.126,650.116,1
13089,13089,C,107.34,material_7,material_8,5,8,7,9,4,17.697,11.311,17.053,18.43,13.019,21.22,10.266,16.904,18.706,10.122,17.191,15.436,16.895,16.942,915.537,1
13094,13094,C,99.74,material_7,material_8,5,8,8,7,11,18.481,11.148,17.974,17.429,13.189,19.145,10.774,17.161,18.211,12.527,14.525,13.496,15.809,17.203,793.46,0
13102,13102,C,219.13,material_7,material_8,5,8,16,11,8,16.404,11.437,15.573,19.039,12.759,18.789,12.657,14.549,20.672,15.883,14.874,15.758,15.81,17.541,697.159,1
13103,13103,C,129.36,material_7,material_8,5,8,7,11,3,19.015,13.087,17.064,16.681,11.492,18.833,12.392,17.388,17.185,11.686,15.969,18.301,16.169,17.034,699.777,0
13107,13107,C,97.7,material_7,material_8,5,8,19,12,6,16.77,11.693,17.644,17.999,12.25,17.904,10.219,17.136,17.95,12.642,14.677,12.802,15.154,17.164,607.591,1
13112,13112,C,134.45,material_7,material_8,5,8,12,9,3,17.43,9.958,15.959,17.948,11.22,20.876,10.443,17.706,16.942,7.907,14.156,14.251,16.925,14.466,754.141,1
13113,13113,C,126.81,material_7,material_8,5,8,7,3,1,20.937,13.354,19.213,18.08,12.856,20.979,12.929,15.707,21.323,11.258,17.258,15.91,14.423,13.578,1095.326,0
13115,13115,C,93.03,material_7,material_8,5,8,5,6,5,18.169,10.916,16.422,18.933,11.415,18.852,10.856,15.962,18.82,10.819,16.383,15.086,15.017,14.323,625.247,0
13116,13116,C,161.1,material_7,material_8,5,8,4,6,4,16.755,11.147,17.989,17.772,11.602,18.441,11.542,16.012,21.373,11.426,13.98,15.959,13.942,14.392,693.334,1
13117,13117,C,142.7,material_7,material_8,5,8,4,17,3,15.869,11.934,16.621,17.775,12.022,19.383,12.17,15.929,17.608,9.577,15.579,15.84,17.23,15.346,748.697,1
13125,13125,C,177.23,material_7,material_8,5,8,23,7,16,18.225,11.178,17.91,18.371,11.8,18.663,12.81,16.899,20.195,12.391,16.0,14.314,15.73,16.686,768.633,0
13132,13132,C,168.53,material_7,material_8,5,8,7,6,2,16.324,11.855,17.825,18.65,11.726,19.168,11.262,15.25,16.911,9.122,15.677,13.297,15.303,20.362,752.959,0
13133,13133,C,137.21,material_7,material_8,5,8,0,12,4,16.429,10.773,17.034,15.475,9.927,18.946,12.811,18.174,20.062,11.328,14.725,16.114,13.753,15.518,650.426,0
13134,13134,C,145.37,material_7,material_8,5,8,0,12,3,18.181,11.844,17.755,16.695,12.441,20.224,10.756,15.864,16.805,11.624,13.965,17.791,16.073,15.643,843.283,0
13144,13144,C,146.11,material_7,material_8,5,8,13,7,4,17.135,11.56,18.525,17.232,10.501,20.105,12.424,16.793,20.207,12.31,14.049,15.173,16.149,17.259,855.828,1
13145,13145,C,119.71,material_7,material_8,5,8,9,13,7,19.151,9.654,15.749,16.768,12.903,21.156,12.416,15.685,17.391,11.648,14.54,19.353,15.592,11.988,903.724,1
13149,13149,C,106.51,material_7,material_8,5,8,7,8,4,18.521,10.927,17.838,16.868,12.667,18.858,12.755,16.285,19.904,11.574,15.216,15.326,17.839,19.246,806.371,0
13154,13154,C,69.92,material_7,material_8,5,8,4,10,7,17.687,11.975,17.63,17.403,12.721,19.625,11.686,16.022,19.62,9.509,16.275,16.055,15.684,18.476,832.565,0
13155,13155,C,189.75,material_7,material_8,5,8,11,3,5,17.684,10.67,17.239,17.296,12.066,18.266,11.634,15.33,19.2,10.377,15.341,18.084,15.726,15.98,658.473,1
13156,13156,C,124.39,material_7,material_8,5,8,3,8,3,18.962,11.501,18.12,16.286,10.808,18.891,11.474,15.218,18.239,8.483,14.787,13.241,14.24,20.096,694.631,0
13159,13159,C,149.15,material_7,material_8,5,8,6,6,6,17.119,12.244,17.948,17.148,13.01,19.35,9.732,16.58,19.744,12.191,15.39,15.851,19.31,20.071,762.846,1
13164,13164,C,186.57,material_7,material_8,5,8,9,11,8,18.256,11.697,16.311,16.316,11.275,18.535,12.356,17.074,21.78,10.369,14.55,17.392,14.543,16.968,619.767,0
13165,13165,C,145.49,material_7,material_8,5,8,13,6,14,19.065,12.197,15.615,18.015,11.317,18.888,12.496,16.254,20.599,11.546,16.569,15.391,14.402,15.56,635.272,0
13166,13166,C,157.92,material_7,material_8,5,8,0,6,2,17.709,12.869,16.826,19.051,10.417,19.985,12.389,16.415,17.313,10.384,14.636,17.464,17.94,14.717,765.316,0
13167,13167,C,135.09,material_7,material_8,5,8,19,10,9,18.53,10.475,15.341,17.497,13.442,20.192,12.323,17.51,18.553,12.221,16.668,16.508,13.294,15.361,817.741,1
13168,13168,C,121.12,material_7,material_8,5,8,5,13,6,18.026,11.883,16.534,17.704,11.58,19.268,11.811,16.388,20.879,11.987,16.317,14.713,14.563,16.945,701.582,0
13172,13172,C,112.64,material_7,material_8,5,8,8,8,6,19.247,11.505,17.536,16.405,11.966,19.84,9.892,16.462,19.098,10.637,14.978,15.761,14.635,17.332,743.274,0
13173,13173,C,106.02,material_7,material_8,5,8,6,4,6,16.962,10.325,16.748,19.364,12.05,19.132,11.383,18.101,20.109,13.059,16.077,14.572,16.635,18.947,716.643,0
13180,13180,C,148.88,material_7,material_8,5,8,4,11,0,17.703,10.08,17.522,18.301,11.625,19.244,12.222,14.781,18.856,9.745,16.811,17.026,13.741,13.399,773.248,0
13182,13182,C,120.62,material_7,material_8,5,8,8,7,8,17.407,10.118,17.121,16.163,10.756,19.613,11.163,17.316,17.686,10.41,16.305,18.675,13.469,13.204,694.616,1
13183,13183,C,155.86,material_7,material_8,5,8,4,5,2,17.948,10.515,16.5,18.179,12.06,19.053,13.166,16.75,20.603,14.006,16.326,16.223,17.878,14.986,752.264,0
13188,13188,C,147.95,material_7,material_8,5,8,6,8,2,15.351,11.704,15.809,17.136,11.747,18.589,11.959,16.812,20.074,11.702,15.771,13.738,16.233,18.228,609.524,0
13191,13191,C,212.77,material_7,material_8,5,8,6,6,0,16.209,10.372,18.153,17.531,13.156,19.252,12.33,17.035,18.165,11.165,17.304,16.57,16.884,16.108,868.417,0
13192,13192,C,81.37,material_7,material_8,5,8,7,7,7,18.639,12.567,17.425,16.331,12.919,20.082,11.953,15.935,21.574,11.357,16.375,15.356,13.903,15.478,873.902,0
13194,13194,C,142.71,material_7,material_8,5,8,9,13,14,18.667,11.312,17.039,16.782,12.029,17.841,13.279,15.438,19.012,10.277,13.612,16.619,16.311,18.629,663.51,0
13196,13196,C,90.33,material_7,material_8,5,8,2,7,6,16.48,9.827,17.967,17.669,10.706,17.977,11.671,15.265,15.877,12.777,14.936,18.334,15.309,14.779,617.047,0
13197,13197,C,143.37,material_7,material_8,5,8,4,5,6,17.95,12.37,17.211,18.276,10.405,19.036,11.107,16.818,19.268,9.952,15.591,14.862,13.735,15.441,645.62,0
13198,13198,C,95.69,material_7,material_8,5,8,18,10,3,17.134,11.421,16.847,18.582,12.469,18.845,11.953,14.305,16.632,12.169,14.821,15.662,14.019,16.529,727.671,0
13200,13200,C,89.9,material_7,material_8,5,8,8,10,11,17.677,11.625,15.634,16.245,10.795,20.946,11.046,15.883,17.695,10.504,16.163,17.9,17.704,17.381,736.42,0
13203,13203,C,112.92,material_7,material_8,5,8,9,13,9,17.288,12.265,16.266,18.695,12.012,19.837,11.397,16.786,19.716,14.318,16.907,16.62,15.314,16.745,749.639,0
13206,13206,C,246.54,material_7,material_8,5,8,14,8,4,17.402,11.35,17.251,17.207,13.455,18.663,12.079,15.538,16.014,11.677,15.017,16.798,15.261,14.826,768.018,0
13210,13210,C,95.45,material_7,material_8,5,8,4,8,5,17.22,11.083,16.996,18.159,11.086,19.388,11.221,17.985,20.312,12.972,16.086,15.591,17.006,17.809,697.7,0
13211,13211,C,149.58,material_7,material_8,5,8,3,7,2,17.5,11.872,17.333,17.397,10.457,20.134,9.448,17.377,19.146,11.201,15.651,14.83,14.26,16.135,687.851,1
13213,13213,C,106.28,material_7,material_8,5,8,9,10,5,18.966,12.66,17.125,17.696,11.146,18.515,12.937,16.561,16.851,10.894,15.463,12.77,14.899,18.445,687.114,0
13214,13214,C,184.49,material_7,material_8,5,8,9,11,7,17.659,12.11,17.586,16.535,11.793,18.688,12.054,15.197,19.011,9.33,15.147,19.299,15.931,16.496,712.81,1
13215,13215,C,99.36,material_7,material_8,5,8,4,8,0,16.583,10.088,18.206,17.005,11.388,19.398,10.951,15.133,20.197,16.015,14.184,14.804,16.123,12.827,757.043,0
13218,13218,C,179.78,material_7,material_8,5,8,14,3,5,17.562,11.285,17.425,16.716,14.343,19.274,12.804,17.072,20.497,11.129,15.78,13.76,15.318,16.754,893.165,0
13219,13219,C,159.84,material_7,material_8,5,8,6,6,7,18.491,12.347,17.148,17.33,10.914,19.452,10.206,17.537,20.728,8.543,15.98,16.706,18.79,21.236,661.608,0
13221,13221,C,115.87,material_7,material_8,5,8,8,9,2,18.633,10.995,16.4,17.557,12.317,19.644,12.338,15.309,18.377,10.403,16.342,16.67,17.526,17.644,777.044,0
13223,13223,C,121.14,material_7,material_8,5,8,2,3,8,16.46,11.643,18.466,15.649,13.118,18.488,12.571,18.431,17.094,14.102,14.92,18.299,13.907,18.678,807.975,0
13224,13224,C,137.55,material_7,material_8,5,8,6,17,3,14.631,11.885,15.64,20.058,12.261,18.813,12.251,17.116,16.083,12.255,14.635,18.845,17.736,16.107,674.317,0
13227,13227,C,130.43,material_7,material_8,5,8,2,11,4,18.672,13.484,17.962,19.415,11.125,17.525,11.269,16.14,17.198,11.136,15.729,17.751,14.356,13.672,591.225,0
13228,13228,C,106.62,material_7,material_8,5,8,1,12,6,16.861,12.877,16.711,18.831,10.327,19.396,12.274,16.263,16.916,13.107,16.181,14.958,12.606,14.791,694.87,0
13232,13232,C,146.64,material_7,material_8,5,8,3,10,7,18.873,11.454,15.894,17.423,11.77,19.058,10.716,17.455,19.783,12.874,14.946,14.807,15.766,15.723,615.365,0
13234,13234,C,137.05,material_7,material_8,5,8,8,9,4,18.484,12.97,16.96,16.87,11.624,19.481,10.599,16.441,14.582,9.726,16.352,14.148,14.154,17.166,695.61,0
13236,13236,C,92.39,material_7,material_8,5,8,17,12,14,18.651,12.031,16.771,17.287,13.422,20.121,11.926,16.055,21.669,13.507,15.799,11.931,12.042,13.264,870.032,0
13237,13237,C,178.01,material_7,material_8,5,8,5,13,1,16.766,11.702,16.776,16.499,10.699,19.694,10.966,15.931,16.856,12.923,15.81,19.647,17.073,19.354,676.217,0
13238,13238,C,165.13,material_7,material_8,5,8,4,10,9,18.464,12.933,14.965,17.137,11.872,19.789,10.919,14.854,19.973,12.36,14.546,15.174,17.503,17.657,642.977,1
13239,13239,C,149.7,material_7,material_8,5,8,9,3,2,20.356,11.79,15.922,17.845,11.998,18.808,12.983,17.793,18.304,10.447,17.625,18.602,14.489,17.117,689.433,1
13241,13241,C,151.62,material_7,material_8,5,8,15,8,2,17.01,11.438,18.07,17.274,9.28,18.722,11.025,15.82,20.55,12.496,15.55,14.326,15.954,17.303,603.91,1
13245,13245,C,130.75,material_7,material_8,5,8,1,13,2,17.878,13.302,18.005,18.686,11.412,17.529,10.91,14.202,17.675,14.5,16.264,13.444,15.208,14.52,587.439,0
13246,13246,C,165.67,material_7,material_8,5,8,7,3,5,16.987,10.969,17.897,18.538,11.103,20.474,11.143,16.432,18.467,11.682,16.142,16.815,17.295,15.834,845.072,0
13248,13248,C,152.62,material_7,material_8,5,8,17,7,7,18.207,10.9,18.164,18.568,11.628,18.589,11.046,15.338,17.267,12.245,16.101,20.139,16.779,13.706,704.754,0
13250,13250,C,99.3,material_7,material_8,5,8,8,8,4,16.59,11.151,17.652,15.1,12.034,17.738,10.686,16.474,19.414,11.266,14.251,13.68,14.82,16.335,580.026,0
13253,13253,C,91.96,material_7,material_8,5,8,9,5,10,16.659,10.876,17.093,18.393,10.121,20.742,10.489,16.634,17.1,10.849,16.901,17.52,16.834,15.425,760.827,1
13255,13255,C,146.93,material_7,material_8,5,8,0,12,4,16.725,11.515,16.427,16.291,11.074,18.539,10.711,16.038,18.936,13.16,16.104,17.725,18.855,20.007,557.682,0
13256,13256,C,136.56,material_7,material_8,5,8,8,9,10,19.553,13.145,15.905,16.935,11.029,19.963,13.181,16.357,20.233,12.86,15.929,16.042,18.262,19.295,752.587,0
13260,13260,C,162.69,material_7,material_8,5,8,5,8,8,15.822,12.197,18.922,17.079,11.863,18.248,11.932,16.31,17.462,11.479,17.617,17.726,15.373,16.409,745.436,1
13261,13261,C,94.92,material_7,material_8,5,8,13,8,12,18.658,11.235,17.742,17.367,12.957,20.194,11.765,16.219,19.881,8.806,15.872,15.601,16.046,18.177,903.099,0
13264,13264,C,215.18,material_7,material_8,5,8,13,7,10,17.89,11.149,16.184,17.65,8.982,19.027,10.083,15.962,16.663,9.499,14.422,16.782,14.808,12.276,488.798,0
13270,13270,C,111.45,material_7,material_8,5,8,3,9,13,18.352,12.951,17.147,17.605,12.079,18.086,9.145,15.307,16.736,9.652,15.688,16.65,16.191,16.562,548.525,1
13271,13271,C,91.6,material_7,material_8,5,8,17,10,11,18.794,12.166,14.204,17.306,11.61,18.502,12.483,16.597,19.902,10.329,15.096,14.903,13.972,15.205,532.295,1
13272,13272,C,87.21,material_7,material_8,5,8,2,11,7,19.916,11.326,16.154,17.965,11.653,18.761,11.64,14.923,19.586,11.864,16.172,15.881,18.171,18.905,634.35,0
13276,13276,C,80.8,material_7,material_8,5,8,7,5,7,17.026,13.093,18.605,17.411,10.574,19.499,12.161,15.961,19.133,10.551,15.988,16.201,14.29,14.432,799.698,1
13281,13281,C,113.29,material_7,material_8,5,8,7,11,1,17.932,13.163,16.383,18.888,11.164,19.059,9.975,16.507,14.77,9.503,15.941,11.785,13.774,19.765,599.041,0
13282,13282,C,130.39,material_7,material_8,5,8,12,10,2,19.629,11.475,18.107,17.444,14.494,19.747,14.296,16.191,15.501,11.058,16.601,18.631,13.339,15.315,1037.267,0
13284,13284,C,111.47,material_7,material_8,5,8,1,5,4,15.344,11.842,17.018,17.053,12.516,18.328,10.322,16.935,17.887,11.359,15.284,17.707,15.371,17.391,621.484,0
13286,13286,C,132.37,material_7,material_8,5,8,4,9,9,17.349,9.824,17.874,18.059,11.607,19.78,12.281,16.608,19.636,9.772,15.979,15.216,16.667,15.643,838.873,0
13287,13287,C,169.44,material_7,material_8,5,8,4,5,3,18.559,10.753,15.756,16.985,13.467,18.903,8.669,17.154,17.893,9.407,17.109,15.854,12.752,14.237,585.779,1
13289,13289,C,235.3,material_7,material_8,5,8,7,11,7,18.842,11.725,16.309,18.77,9.409,18.119,12.551,15.582,16.642,13.498,16.939,18.231,14.345,16.976,528.708,0
13293,13293,C,142.1,material_7,material_8,5,8,8,8,3,17.214,11.568,16.043,17.972,11.11,18.918,10.559,15.088,19.229,10.062,15.351,16.234,16.451,18.443,580.786,1
13294,13294,C,74.43,material_7,material_8,5,8,4,2,6,17.831,11.112,16.159,16.535,10.806,19.239,11.771,17.156,18.407,12.535,15.475,15.62,12.194,15.364,636.457,1
13296,13296,C,69.28,material_7,material_8,5,8,0,8,3,16.163,10.827,17.763,19.895,11.476,20.532,10.403,17.231,17.045,9.8,16.203,14.644,15.068,17.791,841.885,1
13297,13297,C,85.8,material_7,material_8,5,8,7,6,4,15.836,12.097,17.638,20.428,12.862,18.282,13.538,15.047,19.397,10.039,16.371,17.223,15.738,15.116,805.101,0
13298,13298,C,124.78,material_7,material_8,5,8,10,10,10,17.389,12.639,17.97,16.933,11.191,18.244,12.564,16.599,21.097,13.245,16.167,11.143,15.121,18.78,689.204,0
13300,13300,C,124.32,material_7,material_8,5,8,13,4,1,20.104,12.274,19.247,15.911,11.824,21.583,11.127,15.087,22.42,11.574,14.529,17.882,12.302,12.347,1026.976,1
13301,13301,C,199.21,material_7,material_8,5,8,9,10,3,17.076,10.867,17.289,17.898,11.892,19.881,11.403,14.662,15.493,8.164,16.528,15.176,15.206,19.003,796.724,0
13304,13304,C,96.56,material_7,material_8,5,8,14,8,7,17.617,12.922,16.807,16.551,13.574,16.923,12.693,14.946,20.425,13.213,15.075,15.295,16.801,17.394,608.63,0
13305,13305,C,207.85,material_7,material_8,5,8,8,7,7,18.514,10.031,18.895,18.667,11.622,17.869,12.708,15.378,17.435,8.718,15.356,17.968,17.499,17.635,738.458,0
13310,13310,C,106.04,material_7,material_8,5,8,4,7,5,18.786,12.126,17.516,16.632,12.517,18.906,10.828,16.722,20.343,12.538,13.939,14.453,16.934,19.569,714.511,1
13315,13315,C,112.64,material_7,material_8,5,8,8,16,8,17.134,10.817,16.008,17.816,12.417,20.278,10.871,16.17,19.908,10.699,14.907,15.275,15.054,13.761,767.278,0
13317,13317,C,94.94,material_7,material_8,5,8,10,1,8,15.922,10.151,17.366,17.026,12.971,18.032,12.191,16.13,19.402,9.675,16.829,16.445,17.032,12.568,699.324,1
13318,13318,C,199.87,material_7,material_8,5,8,9,9,9,16.967,12.113,16.843,17.218,12.365,16.458,11.695,14.553,19.936,11.56,16.496,16.475,13.155,15.872,486.626,0
13320,13320,C,164.12,material_7,material_8,5,8,6,12,6,18.056,11.387,17.493,16.144,12.004,18.621,12.553,16.457,16.055,14.348,14.702,14.8,13.288,16.744,726.628,0
13322,13322,C,90.21,material_7,material_8,5,8,4,8,7,15.457,13.286,15.971,17.988,11.541,17.874,10.934,16.202,17.679,10.625,15.219,17.152,14.929,15.625,513.14,0
13324,13324,C,101.7,material_7,material_8,5,8,11,9,8,18.793,10.903,17.532,18.963,10.924,18.221,11.926,16.61,19.567,10.352,16.35,14.41,14.082,16.331,645.348,0
13328,13328,C,151.33,material_7,material_8,5,8,9,6,6,18.322,11.725,16.376,16.749,13.43,19.809,9.944,15.554,18.198,10.734,17.35,17.404,15.319,17.431,745.402,0
13330,13330,C,128.41,material_7,material_8,5,8,10,10,3,16.361,10.722,17.226,18.473,11.16,18.824,11.671,16.438,16.612,11.221,14.436,14.196,13.286,14.975,680.652,1
13333,13333,C,162.15,material_7,material_8,5,8,10,6,12,18.801,12.96,17.078,19.397,11.631,20.19,12.079,16.592,17.017,10.697,15.17,16.413,11.719,14.551,838.748,1
13334,13334,C,147.24,material_7,material_8,5,8,6,11,12,19.008,11.07,16.721,17.115,11.584,18.982,11.272,16.873,18.611,10.521,18.102,16.622,16.971,18.306,662.066,0
13335,13335,C,115.29,material_7,material_8,5,8,19,7,5,18.852,11.426,15.481,16.296,12.14,18.723,11.531,15.386,16.768,12.164,15.456,19.735,15.977,13.905,599.87,0
13341,13341,C,128.66,material_7,material_8,5,8,3,14,5,18.455,12.04,17.547,16.844,12.87,18.009,11.918,15.948,18.48,10.134,15.052,17.286,16.742,17.764,691.833,0
13343,13343,C,190.16,material_7,material_8,5,8,7,3,2,18.534,11.552,15.789,16.074,12.359,18.767,10.716,15.768,19.344,11.93,14.963,15.417,16.573,16.646,597.283,0
13345,13345,C,106.53,material_7,material_8,5,8,5,6,5,18.705,13.647,18.045,18.626,9.346,17.971,10.447,14.928,19.801,11.106,16.133,15.037,13.717,16.35,525.607,0
13346,13346,C,66.85,material_7,material_8,5,8,8,13,5,16.554,12.122,18.306,17.57,10.841,17.267,10.256,15.256,19.24,9.766,18.324,18.921,15.525,16.739,524.051,0
13348,13348,C,92.21,material_7,material_8,5,8,9,8,6,19.58,11.202,17.097,18.898,12.842,19.542,11.488,16.647,19.626,12.685,16.416,14.73,15.088,16.537,805.041,0
13349,13349,C,103.93,material_7,material_8,5,8,0,8,3,18.508,11.766,17.463,17.192,11.89,16.92,10.607,16.883,16.745,12.179,15.919,15.792,16.196,15.406,500.845,0
13351,13351,C,123.42,material_7,material_8,5,8,10,13,7,18.72,12.224,17.444,18.056,11.133,19.705,14.105,17.004,19.699,9.438,15.265,14.947,17.389,18.152,856.871,0
13353,13353,C,98.31,material_7,material_8,5,8,9,9,9,17.131,13.465,17.772,17.708,12.611,19.652,12.335,16.6,17.434,10.2,12.683,19.017,15.355,15.762,864.383,0
13354,13354,C,116.65,material_7,material_8,5,8,10,7,1,17.718,11.733,17.014,17.334,12.084,19.368,11.368,16.736,19.749,12.29,14.887,18.219,14.371,14.8,737.731,0
13356,13356,C,119.51,material_7,material_8,5,8,7,10,0,19.548,11.591,15.654,17.75,10.008,19.293,12.23,15.997,18.63,9.943,16.272,16.76,15.495,17.23,607.842,0
13357,13357,C,124.58,material_7,material_8,5,8,0,8,5,19.977,11.06,16.286,18.429,11.187,20.283,12.665,17.396,20.199,15.967,17.32,12.986,16.022,14.519,801.606,0
13358,13358,C,157.58,material_7,material_8,5,8,5,4,4,18.016,12.5,17.606,16.483,11.111,18.785,12.086,15.567,17.049,6.922,14.249,14.444,14.689,20.631,695.741,1
13360,13360,C,143.45,material_7,material_8,5,8,11,7,5,17.789,13.141,16.358,17.828,10.565,18.605,12.192,14.064,18.992,11.289,16.279,14.452,14.319,16.939,604.514,1
13366,13366,C,132.23,material_7,material_8,5,8,1,5,5,17.831,12.222,17.017,15.764,11.077,18.495,11.678,15.716,18.755,10.101,16.311,16.129,16.047,17.208,615.943,1
13367,13367,C,161.16,material_7,material_8,5,8,8,19,1,18.968,10.785,18.539,16.231,11.28,20.51,12.967,14.937,19.572,12.146,14.716,16.211,18.775,17.988,938.927,0
13368,13368,C,165.87,material_7,material_8,5,8,15,6,4,18.211,12.993,17.102,17.421,11.699,19.015,12.441,17.034,18.112,12.528,16.674,18.165,13.866,17.664,733.728,0
13370,13370,C,151.1,material_7,material_8,5,8,7,9,2,17.117,10.899,16.93,18.647,10.823,19.155,12.699,16.568,18.926,10.336,15.325,16.475,15.706,17.751,718.84,1
13371,13371,C,114.64,material_7,material_8,5,8,1,7,3,17.113,14.038,18.848,18.201,10.759,20.991,9.705,14.942,17.114,11.597,16.051,17.934,16.936,17.274,871.493,1
13373,13373,C,126.6,material_7,material_8,5,8,2,9,4,18.225,12.926,18.193,15.667,12.514,18.394,13.112,14.506,20.42,14.286,14.51,15.033,14.488,15.644,780.784,0
13374,13374,C,87.1,material_7,material_8,5,8,11,4,2,19.044,10.29,16.691,15.366,13.304,18.96,12.786,15.954,20.736,12.702,15.013,12.552,14.403,16.721,771.691,0
13375,13375,C,136.36,material_7,material_8,5,8,3,12,14,18.896,9.953,16.899,18.574,12.098,19.777,10.792,15.752,21.344,8.817,15.364,15.625,12.398,14.812,758.574,0
13376,13376,C,100.84,material_7,material_8,5,8,5,12,2,18.703,10.553,16.438,18.144,11.641,20.003,10.902,16.013,18.894,10.07,16.448,14.719,16.243,17.474,735.535,0
13377,13377,C,104.42,material_7,material_8,5,8,8,9,13,16.673,13.044,16.126,18.368,9.921,19.786,11.875,14.093,15.193,13.849,15.659,20.229,16.284,16.403,664.501,1
13383,13383,C,92.41,material_7,material_8,5,8,10,1,4,17.71,12.395,18.348,17.039,10.852,20.236,12.248,14.762,17.818,10.141,15.046,15.691,16.136,17.704,865.494,1
13384,13384,C,152.37,material_7,material_8,5,8,6,7,10,19.549,12.765,17.543,17.312,12.446,19.117,10.545,15.195,19.199,10.873,16.412,13.571,15.438,17.204,726.545,0
13385,13385,C,158.18,material_7,material_8,5,8,7,8,3,18.088,11.683,17.74,16.322,10.387,18.793,11.477,15.692,20.199,10.441,15.167,15.365,13.005,16.035,649.379,0
